,Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
62,Babymama Drama,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix 99 bananas. Juice - PineJuice - Apple Juice. and Stoli with ice. Strain into test tube. float 151., | .5 oz: Banana Schnapps | .5 oz: OP Rum | .5:oz: Strawberry Vodka | .5 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
63,Bacardi Buck,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour into an ice-filled highball glass. Add the spent shell of the lemon quarter., | 1 3/4 oz: White Rum | .5 oz: Orange Liqueur | 4 oz: Ginger Ale | juice of 1/4: Lemon,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
64,Bacardi Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a shaker half-filled with ice cubes. combine all of the ingredients. Shake well. Strain into a cocktail glass., | 1 3/4 oz: White Rum | 1 oz: Lime Juice | .5 tsp: Sugar Syrup | 1 Dash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
65,Balmoral,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a mixing glass half-filled with ice cubes. combine all of the ingredients. Stir well. Strain into a cocktail glass., | 1.5 oz: Scotch Whiskey | .5 oz: Sweet Vermouth | .5:oz: Dry Vermouth | 2 Dash(s): Bitters,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
66,Baja Side Car,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Strain into an old-fashioned glass with ice cubes., | 1 oz: Brandy | 3/4 oz: Triple Sec | 1 oz: Lemon Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
67,Banana Split,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients. shake. and pour over ice. Garnish with cherries., | 1 oz: Banana Liqueur | 1 oz: Coffee Liqueur |: Half-and-half | fill with: Apple Juice |: Cherry,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
68,Apple Jim,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend ingredients together in a mixing glass. Serve on the rocks in a cocktail glass., | 1 oz: Bourbon Whiskey | 6 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
69,Batida de Pina,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend with cracked ice until smooth and pour into a chilled double old-fashioned glass. Garnish with a sprig of mint., | 3 oz: White Rum | 2/3 Cups(s): Pineapple(s) | .5 tsp: Superfine Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
70,Be Sweet,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add a few ice cubes and fill the glass with ginger ale., | 2 cl: Whiskey | 2 cl: Orange Liqueur |: Ginger Ale,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
71,Beachcomber,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Place sugar in a saucer. Rub the rim of a cocktail glass with lime wedge and dip glass into sugar to coat rim thoroughly. reserve lime. In a shaker half-filled with ice cubes. combine rum. maraschino liqueur. cherry brandy. and lime juice. Shake wel, | 2 tsp: Superfine Sugar | .5 oz: Lime Juice | 1: Lime | 2 oz: White Rum | 1 tsp: Maraschino Liqueur | 1 tsp: Cherry Brandy,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
72,Beach Bum Bob,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Pour into glass., | 1 oz: Almond Liqueur | 1 oz: Coffee Liqueur | 1 oz: Coconut Rum | 1 oz: Vanilla Vodka | 1 oz: Half-and-half,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
73,Beach Peach,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake and strain into a cordial glass half-filled with broken ice., | 1.5 oz: White Rum | 3/4 oz: Peach Brandy | 1 oz: Peach Juice | .5 oz: Lime Juice | 1 tsp: Pineapple Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
74,Beachcomber 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a blender with crushed ice. Blend well. Pour into a highball glass. dust with cinnamon. and serve., | 1 oz: Vodka | 1.5 oz: White Rum | 6: Strawberries | 1: Banana(s) | .5 oz: Coconut Milk | 1/4: Lime Juice | .5 oz: Grenadine Syrup | 1 Pinch(s): Cinnamon Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
75,Beady Little Eyes,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Measure a collins glass full of ice into a cocktail shaker. Add all ingredients except ginger ale. Shake and pour back into glass. Add ginger ale and stir. Garnish with a lemon wedge., | 1.5 oz: White Rum | 4 oz: Ginger Ale | 1/4 oz: Lemon Juice | 1 oz: Orange Juice | 1: Lemon,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
76,Beam Black Bourbon,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a drink mixer. place crushed ice and the Black Bourbon followed by the Crown Royal. then follow these by the cola and the soda. mix it up and place it in a Collins glass and add a Cherry. then enjoy!, | 2 oz: Bourbon Whiskey | 2 oz: Canadian Whisky | 1 oz: Club Soda | 3 oz: Cola | 3 oz: Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
77,Beam Scream,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix shots in 3-4 oz glass. stir. then drain it., | 1 oz: Cinnamon Schnapps | 1 oz: Bourbon Whiskey,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
78,Beam and 7,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour whiskey into a highball glass filled with ice cubes. Add 7-up. and serve., | 3 oz: Bourbon Whiskey | 3 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
79,Apple Knocker,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Vodka. apple cider. lemon juice and strawberry liqueur into a cocktail shaker half-filled with ice cubes. Shake well. strain into a chilled cocktail glass. and serve., | 1.5 oz: Vodka | 2 tbsp: Apple Soda | 1 tsp: Lemon Juice | 1 tsp: Strawberry Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
80,Beautiful Fungus,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour concentrated Ribena syrup into the test tube first. Then layer the Vodka on top of it. Top it off with the cognac. The cognac should stay on top. but some of it will mix with the Vodka if you`re not careful. Shoot., | 1 oz: Brandy | 1 oz: Blackcurrant Vodka | 1 oz: Blackcurrant Cordial,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
81,Beatle Juice,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a hurricane glass with ice. In shaker with scoop of ice combine all alcohol and fill with sour mix. Shake. Strain into glass and add grenadine for color and top with 7-up. Garnish with a lime and cherry., | .5 oz: Gin | 1 oz: Melon Liqueur | .5:oz: White Rum | .5 oz: Gold Tequila | .5 oz: Vodka | 1 oz: Lemonade | 1/4 oz: Grenadine Syrup | 3-4 oz: Sours,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
82,Beautiful Mila,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Strain into a highball glass filled with ice cubes and garnish with a lime wedge., | 3/4 oz: Orange Liqueur | 1 3/4 oz: Dark Rum | 1 3/4 oz: Grapefruit Juice | 3/4 oz: Orange Juice | 1: Lime,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
