Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
Bacardi Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a shaker half-filled with ice cubes. combine all of the ingredients. Shake well. Strain into a cocktail glass., | 1 3/4 oz: White Rum | 1 oz: Lime Juice | .5 tsp: Sugar Syrup | 1 Dash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Balmoral,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a mixing glass half-filled with ice cubes. combine all of the ingredients. Stir well. Strain into a cocktail glass., | 1.5 oz: Scotch Whiskey | .5 oz: Sweet Vermouth | .5:oz: Dry Vermouth | 2 Dash(s): Bitters,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Baja Side Car,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Strain into an old-fashioned glass with ice cubes., | 1 oz: Brandy | 3/4 oz: Triple Sec | 1 oz: Lemon Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Banana Split,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients. shake. and pour over ice. Garnish with cherries., | 1 oz: Banana Liqueur | 1 oz: Coffee Liqueur |: Half-and-half | fill with: Apple Juice |: Cherry,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Apple Jim,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend ingredients together in a mixing glass. Serve on the rocks in a cocktail glass., | 1 oz: Bourbon Whiskey | 6 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Batida de Pina,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend with cracked ice until smooth and pour into a chilled double old-fashioned glass. Garnish with a sprig of mint., | 3 oz: White Rum | 2/3 Cups(s): Pineapple(s) | .5 tsp: Superfine Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Be Sweet,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add a few ice cubes and fill the glass with ginger ale., | 2 cl: Whiskey | 2 cl: Orange Liqueur |: Ginger Ale,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beachcomber,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Place sugar in a saucer. Rub the rim of a cocktail glass with lime wedge and dip glass into sugar to coat rim thoroughly. reserve lime. In a shaker half-filled with ice cubes. combine rum. maraschino liqueur. cherry brandy. and lime juice. Shake wel, | 2 tsp: Superfine Sugar | .5 oz: Lime Juice | 1: Lime | 2 oz: White Rum | 1 tsp: Maraschino Liqueur | 1 tsp: Cherry Brandy,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beach Bum Bob,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Pour into glass., | 1 oz: Almond Liqueur | 1 oz: Coffee Liqueur | 1 oz: Coconut Rum | 1 oz: Vanilla Vodka | 1 oz: Half-and-half,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beach Peach,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake and strain into a cordial glass half-filled with broken ice., | 1.5 oz: White Rum | 3/4 oz: Peach Brandy | 1 oz: Peach Juice | .5 oz: Lime Juice | 1 tsp: Pineapple Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beachcomber 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a blender with crushed ice. Blend well. Pour into a highball glass. dust with cinnamon. and serve., | 1 oz: Vodka | 1.5 oz: White Rum | 6: Strawberries | 1: Banana(s) | .5 oz: Coconut Milk | 1/4: Lime Juice | .5 oz: Grenadine Syrup | 1 Pinch(s): Cinnamon Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beady Little Eyes,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Measure a collins glass full of ice into a cocktail shaker. Add all ingredients except ginger ale. Shake and pour back into glass. Add ginger ale and stir. Garnish with a lemon wedge., | 1.5 oz: White Rum | 4 oz: Ginger Ale | 1/4 oz: Lemon Juice | 1 oz: Orange Juice | 1: Lemon,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beam Black Bourbon,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a drink mixer. place crushed ice and the Black Bourbon followed by the Crown Royal. then follow these by the cola and the soda. mix it up and place it in a Collins glass and add a Cherry. then enjoy!, | 2 oz: Bourbon Whiskey | 2 oz: Canadian Whisky | 1 oz: Club Soda | 3 oz: Cola | 3 oz: Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beam Scream,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix shots in 3-4 oz glass. stir. then drain it., | 1 oz: Cinnamon Schnapps | 1 oz: Bourbon Whiskey,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beam and 7,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour whiskey into a highball glass filled with ice cubes. Add 7-up. and serve., | 3 oz: Bourbon Whiskey | 3 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Apple Knocker,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Vodka. apple cider. lemon juice and strawberry liqueur into a cocktail shaker half-filled with ice cubes. Shake well. strain into a chilled cocktail glass. and serve., | 1.5 oz: Vodka | 2 tbsp: Apple Soda | 1 tsp: Lemon Juice | 1 tsp: Strawberry Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beautiful Fungus,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour concentrated Ribena syrup into the test tube first. Then layer the Vodka on top of it. Top it off with the cognac. The cognac should stay on top. but some of it will mix with the Vodka if you`re not careful. Shoot., | 1 oz: Brandy | 1 oz: Blackcurrant Vodka | 1 oz: Blackcurrant Cordial,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beatle Juice,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a hurricane glass with ice. In shaker with scoop of ice combine all alcohol and fill with sour mix. Shake. Strain into glass and add grenadine for color and top with 7-up. Garnish with a lime and cherry., | .5 oz: Gin | 1 oz: Melon Liqueur | .5:oz: White Rum | .5 oz: Gold Tequila | .5 oz: Vodka | 1 oz: Lemonade | 1/4 oz: Grenadine Syrup | 3-4 oz: Sours,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Beautiful Mila,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Strain into a highball glass filled with ice cubes and garnish with a lime wedge., | 3/4 oz: Orange Liqueur | 1 3/4 oz: Dark Rum | 1 3/4 oz: Grapefruit Juice | 3/4 oz: Orange Juice | 1: Lime,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Bedroom Farce,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the rum. bourbon whiskey. galliano and hot chocolate into an irish coffee cup or glass. Spoon the cream carefully so that it floats on top of the drink. Garnish with grated chocolate shavings. and serve., | 1 oz: Dark Rum | .5 oz: Bourbon Whiskey | 2 tsp: Herbal Liqueur | 4 oz: Hot Chocolate | 2 oz: Whipped Cream | 1/4 tsp: Chocolate,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Bee Stinger,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients with ice. strain into a cocktail glass. and serve., | 1.5 oz: Blackberry Brandy | .5 oz: White Creme De Menthe,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
